idema,fint,ta,lat,lon,alt
B158X,2025-05-29T04:00:00+0000,13.1,39.551468,2.466476,50.0
B228,2025-05-29T04:00:00+0000,17.9,39.554256,2.625268,3.0
B228D,2025-05-29T04:00:00+0000,,39.5525,2.638889,7.0
B236C,2025-05-29T04:00:00+0000,12.0,39.642162,2.643755,95.0
B248,2025-05-29T04:00:00+0000,19.9,39.734997,2.713058,1030.0
B275E,2025-05-29T04:00:00+0000,16.1,39.60583,2.706667,47.0
B278,2025-05-29T04:00:00+0000,13.1,39.5608,2.736706,5.1
B301,2025-05-29T04:00:00+0000,17.9,39.379723,2.785002,113.0
B334X,2025-05-29T04:00:00+0000,14.8,39.495556,2.891662,140.0
B341X,2025-05-29T04:00:00+0000,15.0,39.50611,3.005556,149.4
B362X,2025-05-29T04:00:00+0000,10.4,39.405834,3.064166,40.0
B373X,2025-05-29T04:00:00+0000,12.2,39.351143,3.011862,3.0
B398A,2025-05-29T04:00:00+0000,18.5,39.135487,2.936671,164.66
B410B,2025-05-29T04:00:00+0000,17.9,39.340054,3.145785,45.0
B434X,2025-05-29T04:00:00+0000,15.8,39.41453,3.271683,21.45
B496X,2025-05-29T04:00:00+0000,14.8,39.630276,3.383603,25.0
B526X,2025-05-29T04:00:00+0000,13.6,39.68861,3.351112,110.0
B569X,2025-05-29T04:00:00+0000,20.4,39.716694,3.478002,57.0
B603X,2025-05-29T04:00:00+0000,16.7,39.723183,3.278571,99.0
B605X,2025-05-29T04:00:00+0000,14.0,39.796665,3.104721,2.0
B614E,2025-05-29T04:00:00+0000,13.3,39.556824,3.21778,100.0
B640X,2025-05-29T04:00:00+0000,13.9,39.616463,3.1212,94.9
B644B,2025-05-29T04:00:00+0000,13.8,39.643265,3.002128,120.0
B656A,2025-05-29T04:00:00+0000,14.2,39.652473,2.800156,121.0
B662X,2025-05-29T04:00:00+0000,12.5,39.677963,2.873775,105.0
B684A,2025-05-29T04:00:00+0000,9.7,39.792778,2.787778,842.0
B691Y,2025-05-29T04:00:00+0000,13.7,39.749165,3.01667,32.0
B760X,2025-05-29T04:00:00+0000,15.2,39.87694,3.024159,45.0
B780X,2025-05-29T04:00:00+0000,15.5,39.909447,3.100277,2.0
B800X,2025-05-29T04:00:00+0000,19.1,39.87611,4.323889,78.0
B825B,2025-05-29T04:00:00+0000,18.0,39.990555,4.086385,80.0
B860X,2025-05-29T04:00:00+0000,16.5,39.992775,3.853866,20.0
B870C,2025-05-29T04:00:00+0000,14.9,39.944786,3.956643,43.0
B893,2025-05-29T04:00:00+0000,16.7,39.854725,4.215556,91.0
B908X,2025-05-29T04:00:00+0000,11.5,39.05611,1.492503,110.0
B925,2025-05-29T04:00:00+0000,13.7,38.963055,1.321389,32.0
B954,2025-05-29T04:00:00+0000,16.0,38.876385,1.384446,6.0
B957,2025-05-29T04:00:00+0000,15.2,38.922638,1.441516,3.0
B986,2025-05-29T04:00:00+0000,17.7,38.69371,1.463528,24.0
C018J,2025-05-29T04:00:00+0000,15.9,28.969727,-13.690277,376.0
C019V,2025-05-29T04:00:00+0000,19.8,28.858885,-13.834999,6.0
C029O,2025-05-29T04:00:00+0000,19.2,28.951942,-13.600279,14.0
C038N,2025-05-29T04:00:00+0000,16.6,29.143612,-13.489167,277.0
C048W,2025-05-29T04:00:00+0000,16.9,29.0425,-13.680833,275.0
C101A,2025-05-29T04:00:00+0000,11.8,28.755833,-17.895279,2223.0
C117A,2025-05-29T04:00:00+0000,14.1,28.760555,-17.985556,684.0
C117Z,2025-05-29T04:00:00+0000,,28.674723,-17.936666,733.0
C126A,2025-05-29T04:00:00+0000,11.7,28.653889,-17.853056,844.0
C129V,2025-05-29T04:00:00+0000,19.5,28.455,-17.84111,19.0
C129Z,2025-05-29T04:00:00+0000,20.4,28.595833,-17.915277,62.0
C139E,2025-05-29T04:00:00+0000,19.5,28.633057,-17.755005,33.0
C148F,2025-05-29T04:00:00+0000,16.2,28.804722,-17.782223,362.0
C229J,2025-05-29T04:00:00+0000,20.0,28.04904,-14.358002,15.0
C239N,2025-05-29T04:00:00+0000,19.1,28.20861,-14.023056,1.0
C248E,2025-05-29T04:00:00+0000,17.3,28.416945,-14.019167,252.0
C249I,2025-05-29T04:00:00+0000,19.1,28.44472,-13.863055,25.0
C258K,2025-05-29T04:00:00+0000,17.7,28.6125,-13.931667,217.0
C259X,2025-05-29T04:00:00+0000,19.5,28.740557,-13.863056,6.0
C314Z,2025-05-29T04:00:00+0000,15.9,28.106943,-17.249166,1474.0
C316I,2025-05-29T04:00:00+0000,15.9,28.128332,-17.315,916.0
C317B,2025-05-29T04:00:00+0000,13.2,28.178888,-17.213057,765.0
C319W,2025-05-29T04:00:00+0000,18.6,28.054167,-17.306389,190.0
C328W,2025-05-29T04:00:00+0000,18.0,28.16361,-17.194166,252.0
C329Z,2025-05-29T04:00:00+0000,20.1,28.089722,-17.11139,15.0
C406G,2025-05-29T04:00:00+0000,6.4,28.224167,-16.62611,2150.0
C419L,2025-05-29T04:00:00+0000,16.4,28.207056,-16.792028,403.0
C419X,2025-05-29T04:00:00+0000,19.5,28.081388,-16.710556,130.0
C428T,2025-05-29T04:00:00+0000,15.0,28.180834,-16.483334,418.0
C429I,2025-05-29T04:00:00+0000,19.3,28.046991,-16.561157,64.0
C430E,2025-05-29T04:00:00+0000,11.1,28.308332,-16.499722,2368.93
C438N,2025-05-29T04:00:00+0000,14.0,28.359247,-16.401735,463.0
C439J,2025-05-29T04:00:00+0000,16.6,28.318405,-16.382229,115.0
C446G,2025-05-29T04:00:00+0000,11.8,28.526388,-16.280277,868.0
C447A,2025-05-29T04:00:00+0000,14.4,28.477497,-16.329445,632.0
C449C,2025-05-29T04:00:00+0000,19.1,28.463337,-16.255281,35.61
C449F,2025-05-29T04:00:00+0000,19.9,28.508057,-16.195557,19.0
C457I,2025-05-29T04:00:00+0000,13.8,28.434444,-16.454445,567.0
C458A,2025-05-29T04:00:00+0000,17.2,28.496473,-16.420065,310.0
C459Z,2025-05-29T04:00:00+0000,20.0,28.418056,-16.548332,25.0
C468X,2025-05-29T04:00:00+0000,12.4,28.373056,-16.625834,667.0
C469E,2025-05-29T04:00:00+0000,19.2,28.37139,-16.7725,62.48
C611E,2025-05-29T04:00:00+0000,14.3,27.976667,-15.583889,1702.0
C612F,2025-05-29T04:00:00+0000,17.1,28.006945,-15.598889,1514.0
C614H,2025-05-29T04:00:00+0000,17.6,27.995,-15.615833,1060.0
C619X,2025-05-29T04:00:00+0000,19.7,28.10111,-15.712778,5.0
C619Y,2025-05-29T04:00:00+0000,19.5,28.00111,-15.8075,13.0
C623I,2025-05-29T04:00:00+0000,17.4,27.926666,-15.599722,1220.0
C625O,2025-05-29T04:00:00+0000,16.6,27.856943,-15.645,806.0
C628B,2025-05-29T04:00:00+0000,18.1,27.90889,-15.77,318.0
C629Q,2025-05-29T04:00:00+0000,20.3,27.78,-15.711111,10.0
C629X,2025-05-29T04:00:00+0000,19.2,27.81639,-15.764167,10.0
C635B,2025-05-29T04:00:00+0000,17.5,27.92,-15.574167,960.0
C639M,2025-05-29T04:00:00+0000,19.2,27.758057,-15.575556,45.0
C639U,2025-05-29T04:00:00+0000,17.5,27.8125,-15.453056,41.0
C648C,2025-05-29T04:00:00+0000,15.9,27.9025,-15.453889,306.0
C648N,2025-05-29T04:00:00+0000,16.1,27.9875,-15.457778,344.0
C649I,2025-05-29T04:00:00+0000,19.0,27.917725,-15.395303,24.0
C649R,2025-05-29T04:00:00+0000,19.5,27.986668,-15.377778,9.0
C656V,2025-05-29T04:00:00+0000,12.7,28.075277,-15.547222,683.0
C658X,2025-05-29T04:00:00+0000,17.3,28.078056,-15.453333,269.0
C659M,2025-05-29T04:00:00+0000,19.9,28.113056,-15.421389,15.0
C665T,2025-05-29T04:00:00+0000,11.8,28.065556,-15.565556,900.0
C668V,2025-05-29T04:00:00+0000,16.4,28.094479,-15.674914,352.0
C669B,2025-05-29T04:00:00+0000,19.0,28.141666,-15.506667,86.0
C689E,2025-05-29T04:00:00+0000,19.3,27.735832,-15.595833,6.0
C839X,2025-05-29T04:00:00+0000,19.0,29.229586,-13.51021,19.0
C916Q,2025-05-29T04:00:00+0000,12.3,27.71889,-17.978056,948.0
C919K,2025-05-29T04:00:00+0000,18.8,27.666668,-18.017778,100.0
C925F,2025-05-29T04:00:00+0000,10.9,27.768951,-17.960417,1070.0
C928I,2025-05-29T04:00:00+0000,13.8,27.810833,-17.919443,670.0
C929I,2025-05-29T04:00:00+0000,20.0,27.818888,-17.88889,32.0
C939T,2025-05-29T04:00:00+0000,19.9,27.756441,-18.107374,20.0
0009X,2025-05-29T05:00:00+0000,18.7,41.213894,0.963335,406.0
0016A,2025-05-29T05:00:00+0000,16.0,41.145,1.163611,71.0
0034X,2025-05-29T05:00:00+0000,12.7,41.293053,1.260838,233.0
0042Y,2025-05-29T05:00:00+0000,16.6,41.123894,1.249167,55.0
0061X,2025-05-29T05:00:00+0000,11.6,41.417053,1.519269,632.0
0066X,2025-05-29T05:00:00+0000,13.3,41.33028,1.676942,177.0
0073X,2025-05-29T05:00:00+0000,15.9,41.243786,1.852626,58.0
0076,2025-05-29T05:00:00+0000,18.2,41.29278,2.069995,4.0
0092X,2025-05-29T05:00:00+0000,15.7,42.101387,1.857494,682.0
0106X,2025-05-29T05:00:00+0000,13.1,41.866386,1.872504,361.0
0114X,2025-05-29T05:00:00+0000,13.7,42.007057,2.026561,700.0
0120X,2025-05-29T05:00:00+0000,16.2,41.81328,2.09539,742.0
0149X,2025-05-29T05:00:00+0000,13.6,41.71988,1.84028,291.0
0158X,2025-05-29T05:00:00+0000,18.2,41.594444,1.839223,738.0
0171X,2025-05-29T05:00:00+0000,14.4,41.578888,1.617778,313.0
0194D,2025-05-29T05:00:00+0000,16.8,41.40819,1.885,647.0
0201D,2025-05-29T05:00:00+0000,18.7,41.390556,2.200001,26.0
0201X,2025-05-29T05:00:00+0000,19.2,41.374996,2.173886,11.0
0222X,2025-05-29T05:00:00+0000,14.3,41.612663,2.168412,175.0
0244X,2025-05-29T05:00:00+0000,18.7,41.504894,2.362637,56.0
0252D,2025-05-29T05:00:00+0000,17.4,41.587223,2.54,74.0
0260X,2025-05-29T05:00:00+0000,14.6,41.760063,2.431023,936.0
0281Y,2025-05-29T05:00:00+0000,19.2,41.677055,2.805112,45.0
0284X,2025-05-29T05:00:00+0000,16.3,41.807816,3.030933,14.0
0312X,2025-05-29T05:00:00+0000,9.3,42.258446,2.364353,851.0
0320I,2025-05-29T05:00:00+0000,10.3,42.31688,2.102774,1151.0
0324A,2025-05-29T05:00:00+0000,11.8,42.191387,2.196187,675.0
0360X,2025-05-29T05:00:00+0000,11.8,42.052837,2.551007,337.0
0363X,2025-05-29T05:00:00+0000,11.3,41.880833,2.513329,810.0
0367,2025-05-29T05:00:00+0000,14.4,41.911667,2.763329,143.0
0370E,2025-05-29T05:00:00+0000,16.6,41.972332,2.819442,76.0
0372C,2025-05-29T05:00:00+0000,15.6,42.104443,2.763611,157.0
0385X,2025-05-29T05:00:00+0000,19.0,42.053886,3.201389,1.0
0394X,2025-05-29T05:00:00+0000,12.7,42.210556,2.471827,350.0
0411X,2025-05-29T05:00:00+0000,17.4,42.224834,3.093053,2.0
0413A,2025-05-29T05:00:00+0000,14.3,42.386925,2.75558,355.0
0421X,2025-05-29T05:00:00+0000,17.0,42.38988,3.006114,100.0
0429X,2025-05-29T05:00:00+0000,19.8,42.259083,2.960328,45.0
0433D,2025-05-29T05:00:00+0000,21.4,42.31904,3.315556,75.0
1002Y,2025-05-29T05:00:00+0000,12.8,43.135723,-1.542961,183.0
1010X,2025-05-29T05:00:00+0000,13.2,43.27869,-1.675786,54.0
1012P,2025-05-29T05:00:00+0000,12.8,43.32641,-1.796536,120.0
1014A,2025-05-29T05:00:00+0000,13.7,43.357075,-1.792116,4.0
1021X,2025-05-29T05:00:00+0000,10.0,43.213833,-1.878823,165.0
1025A,2025-05-29T05:00:00+0000,11.8,43.015553,-2.256663,255.0
1025X,2025-05-29T05:00:00+0000,12.6,43.054634,-2.232037,255.0
1026X,2025-05-29T05:00:00+0000,12.0,43.05816,-2.184273,290.0
1033X,2025-05-29T05:00:00+0000,10.0,43.085,-1.950836,520.0
1037X,2025-05-29T05:00:00+0000,9.0,43.051796,-2.337095,460.0
1037Y,2025-05-29T05:00:00+0000,11.1,43.079918,-2.3175,420.0
1038X,2025-05-29T05:00:00+0000,11.4,43.172577,-2.267175,180.0
1041A,2025-05-29T05:00:00+0000,12.6,43.30214,-2.251035,28.0
1044X,2025-05-29T05:00:00+0000,12.4,43.057835,-2.589645,617.0
1048X,2025-05-29T05:00:00+0000,11.1,43.02505,-2.465715,308.0
1049N,2025-05-29T05:00:00+0000,11.9,43.138332,-2.495827,470.0
1050J,2025-05-29T05:00:00+0000,11.6,43.209293,-2.413218,119.0
1052A,2025-05-29T05:00:00+0000,14.3,43.31722,-2.397148,150.0
1056K,2025-05-29T05:00:00+0000,10.4,43.34239,-2.671184,45.0
1057B,2025-05-29T05:00:00+0000,15.7,43.453907,-2.752762,93.0
1059X,2025-05-29T05:00:00+0000,13.0,43.375088,-3.021602,81.0
1060X,2025-05-29T05:00:00+0000,9.7,43.05024,-3.005452,240.0
1064L,2025-05-29T05:00:00+0000,9.7,43.096333,-2.860274,270.0
1069Y,2025-05-29T05:00:00+0000,10.9,43.09923,-2.644187,747.0
1074C,2025-05-29T05:00:00+0000,10.8,43.202892,-2.706153,100.0
1078C,2025-05-29T05:00:00+0000,9.1,43.180576,-3.209649,210.0
1078I,2025-05-29T05:00:00+0000,9.8,43.203384,-3.104777,208.0
1082,2025-05-29T05:00:00+0000,12.1,43.29795,-2.906304,42.0
1083B,2025-05-29T05:00:00+0000,10.3,43.27972,-3.168615,177.0
1083L,2025-05-29T05:00:00+0000,14.5,43.39473,-3.233884,45.0
1089U,2025-05-29T05:00:00+0000,11.7,43.255833,-3.47083,80.0
1096X,2025-05-29T05:00:00+0000,11.1,43.39667,-3.469721,10.0
1103X,2025-05-29T05:00:00+0000,18.3,43.227554,-3.721084,849.0
1109X,2025-05-29T05:00:00+0000,11.5,43.42861,-3.831385,3.0
1111X,2025-05-29T05:00:00+0000,14.5,43.491055,-3.800431,50.96
1124E,2025-05-29T05:00:00+0000,11.3,43.2456,-3.849351,195.7
1135C,2025-05-29T05:00:00+0000,8.2,43.146942,-4.214141,460.0
1152C,2025-05-29T05:00:00+0000,12.6,43.271942,-4.048612,105.0
1154H,2025-05-29T05:00:00+0000,12.7,43.358517,-4.027419,110.0
1159,2025-05-29T05:00:00+0000,12.6,43.393456,-4.392103,38.0
1167B,2025-05-29T05:00:00+0000,13.3,43.143894,-4.812779,1100.0
1167H,2025-05-29T05:00:00+0000,11.3,43.176186,-4.834772,2330.62
1167J,2025-05-29T05:00:00+0000,15.3,43.089184,-4.773842,1721.85
1174I,2025-05-29T05:00:00+0000,10.5,43.18286,-4.601783,250.0
1176A,2025-05-29T05:00:00+0000,18.4,43.255714,-4.668234,940.0
1178E,2025-05-29T05:00:00+0000,15.7,43.17602,-4.902024,678.0
1178I,2025-05-29T05:00:00+0000,13.2,43.202496,-4.820994,1970.0
1178M,2025-05-29T05:00:00+0000,16.3,43.243923,-4.921692,1650.69
1178R,2025-05-29T05:00:00+0000,17.8,43.23739,-4.736775,1235.71
1178Y,2025-05-29T05:00:00+0000,11.5,43.145374,-4.931762,953.0
1179B,2025-05-29T05:00:00+0000,12.3,43.31111,-4.852774,458.0
1183X,2025-05-29T05:00:00+0000,13.6,43.420277,-4.748056,10.0
1186P,2025-05-29T05:00:00+0000,12.0,43.266632,-5.119247,370.0
1191D,2025-05-29T05:00:00+0000,17.8,43.177372,-5.00172,1505.0
1199X,2025-05-29T05:00:00+0000,12.8,43.377834,-5.396674,280.0
1203D,2025-05-29T05:00:00+0000,12.1,43.49235,-5.247153,30.0
1207U,2025-05-29T05:00:00+0000,11.2,43.523056,-5.621111,25.8
1208H,2025-05-29T05:00:00+0000,15.4,43.559723,-5.700833,5.0
1210X,2025-05-29T05:00:00+0000,15.7,43.655926,-5.848572,100.0
1212E,2025-05-29T05:00:00+0000,12.4,43.56694,-6.044173,127.0
1221D,2025-05-29T05:00:00+0000,14.1,42.978607,-5.776392,1480.0
1223P,2025-05-29T05:00:00+0000,11.8,43.132706,-5.822748,370.0
1226X,2025-05-29T05:00:00+0000,10.9,43.095177,-5.476919,750.0
1234P,2025-05-29T05:00:00+0000,14.6,43.274883,-5.819274,170.0
1249X,2025-05-29T05:00:00+0000,13.1,43.353333,-5.873889,334.44
1272B,2025-05-29T05:00:00+0000,13.7,43.290276,-6.386539,280.0
1276F,2025-05-29T05:00:00+0000,10.5,43.1,-6.256944,670.0
1279X,2025-05-29T05:00:00+0000,11.4,43.425,-6.230729,240.0
1283U,2025-05-29T05:00:00+0000,13.3,43.569164,-6.469998,60.0
1297E,2025-05-29T05:00:00+0000,17.4,42.768578,-7.017618,1020.0
1302F,2025-05-29T05:00:00+0000,16.1,42.95527,-6.472407,1310.0
1309C,2025-05-29T05:00:00+0000,16.9,43.027412,-6.884876,780.0
1327A,2025-05-29T05:00:00+0000,13.3,43.465553,-6.673332,410.0
1331A,2025-05-29T05:00:00+0000,14.5,43.524723,-7.031388,40.0
1341B,2025-05-29T05:00:00+0000,12.2,43.415546,-7.06098,340.0
1342X,2025-05-29T05:00:00+0000,14.9,43.540653,-7.082971,43.0
1344X,2025-05-29T05:00:00+0000,10.4,43.43133,-7.361736,125.0
1347T,2025-05-29T05:00:00+0000,15.8,43.651047,-7.357091,80.0
1351,2025-05-29T05:00:00+0000,15.5,43.78621,-7.684866,90.39
1354C,2025-05-29T05:00:00+0000,14.8,43.47639,-8.262222,4.0
1363X,2025-05-29T05:00:00+0000,11.8,43.44597,-7.861476,343.0
1387,2025-05-29T05:00:00+0000,14.5,43.36597,-8.421517,57.07
1387D,2025-05-29T05:00:00+0000,13.9,43.363308,-8.441944,131.71
1387E,2025-05-29T05:00:00+0000,11.5,43.306953,-8.371975,98.0
1390X,2025-05-29T05:00:00+0000,9.0,43.203583,-8.711001,98.0
1393,2025-05-29T05:00:00+0000,14.4,43.160557,-9.210829,50.0
1399,2025-05-29T05:00:00+0000,11.8,43.057446,-9.046929,287.0
1400,2025-05-29T05:00:00+0000,18.5,42.924828,-9.291434,230.0
1406X,2025-05-29T05:00:00+0000,12.6,42.93525,-8.99369,340.0
1410X,2025-05-29T05:00:00+0000,9.9,43.037876,-8.022249,500.0
1428,2025-05-29T05:00:00+0000,12.3,42.888012,-8.410515,370.0
1435C,2025-05-29T05:00:00+0000,16.2,42.80014,-8.876227,128.0
1437P,2025-05-29T05:00:00+0000,22.9,42.720833,-8.923333,686.0
1442U,2025-05-29T05:00:00+0000,12.8,42.643887,-8.892333,10.0
1446X,2025-05-29T05:00:00+0000,16.5,42.809723,-7.768333,680.0
1466A,2025-05-29T05:00:00+0000,17.7,42.700886,-8.257892,435.0
1468X,2025-05-29T05:00:00+0000,12.9,42.69361,-8.501806,269.0
1473A,2025-05-29T05:00:00+0000,13.1,42.738335,-8.627222,100.0
1475X,2025-05-29T05:00:00+0000,15.0,42.87611,-8.555833,240.0
1476R,2025-05-29T05:00:00+0000,14.2,42.749836,-8.714807,210.0
1477V,2025-05-29T05:00:00+0000,14.8,42.584843,-8.774642,32.0
1484C,2025-05-29T05:00:00+0000,16.2,42.43833,-8.615833,113.3
1486E,2025-05-29T05:00:00+0000,16.0,42.39611,-8.706944,3.0
1489A,2025-05-29T05:00:00+0000,13.7,42.40705,-8.451243,395.0
1495,2025-05-29T05:00:00+0000,16.9,42.238617,-8.623765,254.6
1496X,2025-05-29T05:00:00+0000,15.5,42.230556,-8.724167,120.0
1505,2025-05-29T05:00:00+0000,10.7,43.11111,-7.4575,442.18
1518A,2025-05-29T05:00:00+0000,13.3,42.998333,-7.5525,442.0
1521I,2025-05-29T05:00:00+0000,12.7,42.845276,-7.499579,403.0
1521X,2025-05-29T05:00:00+0000,19.3,42.86377,-7.18517,1080.0
1535I,2025-05-29T05:00:00+0000,13.0,42.63472,-7.704444,560.0
1541B,2025-05-29T05:00:00+0000,8.2,42.928886,-6.333886,958.0
1542,2025-05-29T05:00:00+0000,13.2,42.994164,-6.414164,1530.0
1549,2025-05-29T05:00:00+0000,13.4,42.56389,-6.6,532.01
1561I,2025-05-29T05:00:00+0000,11.3,42.76604,-6.673564,770.0
1583X,2025-05-29T05:00:00+0000,15.0,42.41562,-6.99314,315.0
1631E,2025-05-29T05:00:00+0000,11.2,42.339447,-7.282498,840.0
1639X,2025-05-29T05:00:00+0000,10.5,42.260277,-7.383609,990.0
1658,2025-05-29T05:00:00+0000,13.2,42.58853,-7.191741,612.0
1679A,2025-05-29T05:00:00+0000,11.0,42.53177,-7.510804,291.0
1690A,2025-05-29T05:00:00+0000,14.0,42.32528,-7.859722,145.86
1696O,2025-05-29T05:00:00+0000,7.8,42.468056,-8.277961,610.0
1700X,2025-05-29T05:00:00+0000,11.6,42.42139,-8.0925,400.0
1701X,2025-05-29T05:00:00+0000,14.1,42.29988,-8.129121,112.0
1706A,2025-05-29T05:00:00+0000,11.7,42.182903,-7.796051,492.0
1719,2025-05-29T05:00:00+0000,15.8,42.217995,-8.281009,560.0
1723X,2025-05-29T05:00:00+0000,13.6,42.182224,-8.4927,90.0
1730E,2025-05-29T05:00:00+0000,15.5,41.94398,-8.847444,55.0
1735X,2025-05-29T05:00:00+0000,9.2,42.079166,-7.733611,616.0
1738U,2025-05-29T05:00:00+0000,15.4,41.934116,-7.988838,730.0
1740,2025-05-29T05:00:00+0000,12.5,43.37724,-4.12433,150.0
2005Y,2025-05-29T05:00:00+0000,8.1,41.967773,-2.782777,1197.0
2017Y,2025-05-29T05:00:00+0000,9.3,41.99583,-2.494163,1260.0
2030,2025-05-29T05:00:00+0000,9.4,41.775017,-2.483063,1081.01
2044B,2025-05-29T05:00:00+0000,8.9,41.600582,-2.507534,1100.0
2048A,2025-05-29T05:00:00+0000,7.1,41.41944,-2.420281,978.0
2059B,2025-05-29T05:00:00+0000,9.6,41.34972,-2.783338,1042.0
2084Y,2025-05-29T05:00:00+0000,6.8,41.721848,-3.047008,960.0
2092,2025-05-29T05:00:00+0000,8.3,41.589443,-3.086949,932.0
2096B,2025-05-29T05:00:00+0000,10.5,41.373608,-3.251385,1150.0
2106B,2025-05-29T05:00:00+0000,10.5,41.745846,-3.381929,955.0
2117D,2025-05-29T05:00:00+0000,11.2,41.665836,-3.742777,790.0
2135A,2025-05-29T05:00:00+0000,7.9,41.372757,-3.507234,993.0
2140A,2025-05-29T05:00:00+0000,19.5,41.464554,-3.785871,1135.0
2150H,2025-05-29T05:00:00+0000,12.9,41.19193,-3.475165,1798.0
2166Y,2025-05-29T05:00:00+0000,9.3,41.593098,-4.124787,756.0
2172Y,2025-05-29T05:00:00+0000,9.4,41.611877,-4.405497,725.0
2182C,2025-05-29T05:00:00+0000,14.0,41.13386,-3.790216,1107.0
2192C,2025-05-29T05:00:00+0000,7.6,41.383553,-4.26545,795.0
2235U,2025-05-29T05:00:00+0000,10.2,42.87062,-4.520031,1140.0
2243A,2025-05-29T05:00:00+0000,7.1,42.79806,-4.277134,910.0
2276B,2025-05-29T05:00:00+0000,9.2,42.568817,-4.575109,908.0
2285B,2025-05-29T05:00:00+0000,10.8,42.523888,-4.001111,869.0
2290Y,2025-05-29T05:00:00+0000,8.6,42.251225,-4.198909,771.0
2296A,2025-05-29T05:00:00+0000,9.7,41.775555,-1.976675,1039.0
2298,2025-05-29T05:00:00+0000,6.8,41.95967,-3.131688,1080.0
2302N,2025-05-29T05:00:00+0000,8.0,42.146473,-3.109758,1197.0
2311Y,2025-05-29T05:00:00+0000,9.9,42.10522,-3.767707,884.0
2331,2025-05-29T05:00:00+0000,7.8,42.356945,-3.620278,891.0
2362C,2025-05-29T05:00:00+0000,15.1,42.893772,-4.713714,1575.0
2374X,2025-05-29T05:00:00+0000,11.0,42.350933,-4.617359,830.0
2401X,2025-05-29T05:00:00+0000,9.6,42.009502,-4.560496,736.0
2422,2025-05-29T05:00:00+0000,13.5,41.64083,-4.754167,734.29
2430Y,2025-05-29T05:00:00+0000,14.6,40.543312,-5.044091,1178.0
2444,2025-05-29T05:00:00+0000,12.2,40.65917,-4.679722,1129.76
2453E,2025-05-29T05:00:00+0000,12.2,40.828964,-4.742033,920.0
2456B,2025-05-29T05:00:00+0000,12.0,41.071484,-4.729864,820.0
2462,2025-05-29T05:00:00+0000,15.4,40.793056,-4.010556,1892.6
2465,2025-05-29T05:00:00+0000,15.9,40.94528,-4.126389,1008.25
2471Y,2025-05-29T05:00:00+0000,11.4,40.71867,-4.212067,1237.0
2482B,2025-05-29T05:00:00+0000,12.7,41.126385,-4.375727,870.0
2491C,2025-05-29T05:00:00+0000,12.8,40.355087,-5.689876,1960.0
2503B,2025-05-29T05:00:00+0000,11.9,41.279922,-4.691824,786.0
2507Y,2025-05-29T05:00:00+0000,13.6,41.419464,-4.963505,724.0
2512Y,2025-05-29T05:00:00+0000,17.7,40.88213,-5.018689,925.0
2517A,2025-05-29T05:00:00+0000,9.1,41.172752,-4.939637,755.0
2536D,2025-05-29T05:00:00+0000,11.8,41.548332,-5.271389,710.0
2555B,2025-05-29T05:00:00+0000,13.1,41.236706,-5.481307,811.0
2565,2025-05-29T05:00:00+0000,12.8,41.55528,-5.630556,701.5
2568D,2025-05-29T05:00:00+0000,13.8,42.523502,-4.851026,985.0
2593D,2025-05-29T05:00:00+0000,13.5,42.09421,-5.040989,782.0
2604B,2025-05-29T05:00:00+0000,10.7,41.875816,-5.040313,731.0
2611D,2025-05-29T05:00:00+0000,11.9,41.856388,-5.59244,690.0
2614,2025-05-29T05:00:00+0000,13.6,41.515556,-5.735278,656.06
2624C,2025-05-29T05:00:00+0000,8.9,42.958458,-5.007615,1090.0
2626Y,2025-05-29T05:00:00+0000,10.5,42.620094,-5.193246,916.0
2630X,2025-05-29T05:00:00+0000,8.1,43.06224,-5.377067,1510.0
2661,2025-05-29T05:00:00+0000,12.1,42.588333,-5.651111,916.0
2664B,2025-05-29T05:00:00+0000,12.1,42.295948,-5.504765,788.0
2701D,2025-05-29T05:00:00+0000,8.5,42.885574,-5.870858,1120.0
2728B,2025-05-29T05:00:00+0000,11.9,42.648216,-6.070921,995.0
2734D,2025-05-29T05:00:00+0000,,42.476723,-6.074338,919.0
2737E,2025-05-29T05:00:00+0000,9.0,42.3775,-6.196672,1020.0
2742R,2025-05-29T05:00:00+0000,11.7,42.466446,-5.779854,850.0
2755X,2025-05-29T05:00:00+0000,14.7,42.010906,-5.666803,715.0
2766E,2025-05-29T05:00:00+0000,7.2,42.082615,-6.639735,933.0
2775X,2025-05-29T05:00:00+0000,10.4,41.9415,-6.279668,850.0
2777K,2025-05-29T05:00:00+0000,11.4,42.078136,-6.007296,737.0
2789H,2025-05-29T05:00:00+0000,12.2,41.785553,-5.909007,711.0
2804F,2025-05-29T05:00:00+0000,14.6,41.533997,-6.141833,790.0
2828Y,2025-05-29T05:00:00+0000,11.4,40.355385,-5.519077,1012.0
2847X,2025-05-29T05:00:00+0000,8.7,40.6756,-5.643454,865.0
2863C,2025-05-29T05:00:00+0000,10.7,40.732204,-5.36619,897.0
2867,2025-05-29T05:00:00+0000,,40.95957,-5.498292,790.0
2870,2025-05-29T05:00:00+0000,14.5,40.957592,-5.662271,775.0
2873X,2025-05-29T05:00:00+0000,9.4,40.903606,-5.779717,817.0
2882D,2025-05-29T05:00:00+0000,19.8,41.238903,-5.897441,1003.0
2885K,2025-05-29T05:00:00+0000,11.8,41.304443,-6.022286,804.0
2891A,2025-05-29T05:00:00+0000,14.9,41.26278,-6.462222,690.0
